Order_ID,Order_Date,City,Product_Category,Sales_Channel,Weather,Discount_Pct,Delivery_Time_Min,Order_Value,Customer_Rating,Issue_Type,Repeat_Customer
ORD100620,2025-03-19 12:00:00,Delhi,South Indian,App,Sunny,15,84,415.77,1.4,Packaging,Yes
ORD100621,2025-03-19 15:00:00,Mumbai,Dessert,Web,Sunny,5,57,570.42,2.6,None,Yes
ORD100622,2025-03-19 18:00:00,Delhi,South Indian,Web,Rainy,25,83,497.13,1.4,Late Delivery,Yes
ORD100623,2025-03-19 21:00:00,Bengaluru,Burger,App,Cloudy,25,23,363.37,N/A,None,Yes
ORD100624,2025-03-20 00:00:00,Delhi,Biryani,Phone,Cloudy,25,42,393.52,3.2,None,Yes
ORD100625,2025-03-20 03:00:00,Delhi,Burger,Web,Cloudy,0,40,266.42,3.8,None,Yes
ORD100626,2025-03-20 06:00:00,Hyderabad,Burger,Web,Rainy,25,17,243.98,3.7,Late Delivery,No
ORD100627,2025-03-20 09:00:00,Hyderabad,Pizza,Phone,Cloudy,15,87,396.6,4.4,None,Yes
ORD100628,2025-03-20 12:00:00,Pune,Chinese,App,Rainy,10,63,657.76,1.5,None,No
ORD100629,2025-03-20 15:00:00,Hyderabad,South Indian,Phone,Rainy,20,31,263.85,3.6,None,Yes
ORD100630,2025-03-20 18:00:00,Delhi,Biryani,Phone,Rainy,30,77,600.55,3.3,None,Yes
ORD100631,2025-03-20 21:00:00,Chennai,South Indian,Phone,Cloudy,25,69,306.19,1.1,None,Yes
ORD100632,2025-03-21 00:00:00,Delhi,Dessert,Web,Rainy,0,37,128.41,1.8,Missing Item,Yes
ORD100633,2025-03-21 03:00:00,Chennai,South Indian,App,Cloudy,15,48,548.39,2.1,None,No
ORD100634,2025-03-21 06:00:00,Chennai,Dessert,App,Cloudy,25,83,743.18,1.3,None,No
ORD100635,2025-03-21 09:00:00,Hyderabad,Chinese,Phone,Sunny,0,29,295.97,2.4,Missing Item,No
ORD100636,2025-03-21 12:00:00,Mumbai,Dessert,Web,Sunny,10,61,167.42,1.1,None,No
ORD100637,2025-03-21 15:00:00,Bengaluru,South Indian,Phone,Rainy,5,17,531.88,3.2,None,No
ORD100638,2025-03-21 18:00:00,Hyderabad,South Indian,Web,Rainy,25,42,283.83,1.8,None,No
ORD100639,2025-03-21 21:00:00,Hyderabad,Dessert,Web,Cloudy,15,17,546.6,2.1,None,No
ORD100640,2025-03-22 00:00:00,Mumbai,Burger,Web,Rainy,0,18,,4.6,None,Yes
ORD100641,2025-03-22 03:00:00,Bengaluru,Chinese,Web,Rainy,0,45,509.51,3.0,None,Yes
ORD100642,2025-03-22 06:00:00,Delhi,Pizza,App,Cloudy,25,59,595.76,2.1,Wrong Item,No
ORD100643,2025-03-22 09:00:00, ,Biryani,Web,Rainy,0,73,596.99,3.4,None,Yes
ORD100644,2025-03-22 12:00:00,Pune,South Indian,Web,Rainy,5,59,628.19,1.8,None,No
ORD100645,2025-03-22 15:00:00,Delhi,Biryani,Phone,Cloudy,0,89,458.14,1.3,Packaging,Yes
ORD100646,2025-03-22 18:00:00,Hyderabad,Pizza,Phone,Cloudy,30,51,590.23,1.1,None,No
ORD100647,2025-03-22 21:00:00,Bengaluru,Biryani,App,Sunny,20,79,479.59,4.8,Packaging,Yes
ORD100648,2025-03-23 00:00:00,Hyderabad,Pizza,Phone,Cloudy,30,23,unknown,3.9,None,Yes
ORD100649,2025-03-23 03:00:00,Chennai,Dessert,Web,Sunny,20,31,999.31,4.2,None,Yes
ORD100650,2025-03-23 06:00:00,Hyderabad,Burger,Phone,Rainy,0,79,493.49,4.9,None,No
ORD100651,2025-03-23 09:00:00,Hyderabad,South Indian,App,Cloudy,25,17,180.4,4.7,None,Yes
ORD100652,2025-03-23 12:00:00,Delhi,Pizza,Phone,Cloudy,20,40,414.46,3.9,None,No
ORD100653,2025-03-23 15:00:00,Delhi,Biryani,Phone,Cloudy,15,67,394.11,3.8,None,No
ORD100654,2025-03-23 18:00:00, ,South Indian,App,Rainy,20,-1,402.34,2.3,None,Yes
ORD100655,2025-03-23 21:00:00,Pune,Burger,App,Sunny,30,40,621.62,1.4,None,No
ORD100656,2025-03-24 00:00:00,Chennai,Dessert,Web,Rainy,0,37,653.51,3.3,None,Yes
ORD100657,2025-03-24 03:00:00,Delhi,South Indian,Phone,Rainy,25,44,430.99,3.3,None,No
ORD100658,2025-03-24 06:00:00,Bengaluru,Pizza,Web,Cloudy,10,24,199.46,4.8,None,Yes
ORD100659,2025-03-24 09:00:00,Pune,Burger,Phone,Sunny,25,86,467.84,2.8,None,Yes
ORD100660,2025-03-24 12:00:00,Mumbai,Biryani,Phone,Rainy,25,78,352.19,3.8,None,Yes
ORD100661,2025-03-24 15:00:00,Bengaluru,Burger,Web,Cloudy,25,36,487.87,3.3,None,No
ORD100662,2025-03-24 18:00:00,Bengaluru,Burger,Phone,Rainy,15,29,428.23,1.7,None,No
ORD100663,2025-03-24 21:00:00,Delhi,Chinese,Phone,Rainy,5,70,668.94,3.4,None,Yes
ORD100664,2025-03-25 00:00:00,Mumbai,Burger,Phone,Cloudy,30,88,499.47,3.2,None,Yes
ORD100665,2025-03-25 03:00:00,Mumbai,Burger,App,Cloudy,0,34,352.77,3.0,Missing Item,No
ORD100666,2025-03-25 06:00:00,Pune,South Indian,Web,Sunny,5,61,200.6,3.1,None,Yes
ORD100667,2025-03-25 09:00:00,Mumbai,Biryani,App,Rainy,10,67,441.36,1.7,None,Yes
ORD100668,2025-03-25 12:00:00,Chennai,South Indian,Web,Cloudy,5,67,442.0,2.9,Packaging,Yes
ORD100669,2025-03-25 15:00:00,Delhi,South Indian,Web,Cloudy,0,15,402.76,3.4,Packaging,Yes
ORD100670,2025-03-25 18:00:00,Mumbai,Pizza,Phone,Sunny,30,16,589.56,3.0,Packaging,No
ORD100671,2025-03-25 21:00:00,Pune,South Indian,Web,Sunny,30,72,201.1,3.0,None,No
ORD100672,2025-03-26 00:00:00,Chennai,Chinese,App,Cloudy,0,33,312.74,1.3,None,Yes
ORD100673,2025-03-26 03:00:00,Hyderabad,Chinese,App,Sunny,10,76,459.53,1.8,Wrong Item,No
ORD100674,2025-03-26 06:00:00,Hyderabad,Pizza,App,Cloudy,0,86,349.29,2.3,Wrong Item,No
ORD100675,2025-03-26 09:00:00,Chennai,Dessert,Web,Rainy,10,26,,2.7,None,Yes
ORD100676,2025-03-26 12:00:00,Pune,Biryani,App,Sunny,10,40,439.15,3.4,None,Yes
ORD100677,2025-03-26 15:00:00,Chennai,Biryani,Web,Rainy,0,41,573.47,4.5,Missing Item,No
ORD100678,2025-03-26 18:00:00,Delhi,South Indian,App,Rainy,20,43,431.9,1.6,None,Yes
ORD100679,2025-03-26 21:00:00,Delhi,South Indian,App,Rainy,30,29,95.46,1.1,None,Yes
ORD100680,2025-03-27 00:00:00,Hyderabad,Dessert,Web,Cloudy,10,60,341.5,2.8,None,No
ORD100681,2025-03-27 03:00:00,Mumbai,South Indian,App,Rainy,0,15,539.24,2.7,None,No
ORD100682,2025-03-27 06:00:00,Pune,Biryani,Phone,Rainy,20,74,587.28,3.2,None,No
ORD100683,2025-03-27 09:00:00,Hyderabad,Burger,Web,Rainy,30,71,597.21,4.3,None,Yes
ORD100684,2025-03-27 12:00:00,Mumbai,Chinese,Web,Cloudy,10,17,648.21,4.2,Missing Item,No
ORD100685,2025-03-27 15:00:00,Mumbai,Burger,Web,Rainy,30,32,471.32,1.4,None,No
ORD100686,2025-03-27 18:00:00,Delhi,Burger,Phone,Rainy,20,66,497.37,4.7,None,No
ORD100687,2025-03-27 21:00:00,Bengaluru,Biryani,Web,Sunny,30,74,267.5,1.4,Wrong Item,No
ORD100688,2025-03-28 00:00:00,Bengaluru,Burger,App,Cloudy,15,48,58.58,3.5,None,No
ORD100689,2025-03-28 03:00:00,Chennai,Dessert,App,Rainy,25,74,194.84,3.7,None,No
ORD100690,2025-03-28 06:00:00,Delhi,Pizza,App,Sunny,15,40,323.67,3.7,None,Yes
ORD100691,2025-03-28 09:00:00,Mumbai,South Indian,Web,Cloudy,20,86,205.25,2.1,None,No
ORD100692,2025-03-28 12:00:00,Pune,Pizza,App,Cloudy,10,33,397.27,2.3,None,Yes
ORD100693,2025-03-28 15:00:00,Bengaluru,Chinese,Web,Cloudy,0,36,366.82,3.2,None,No
ORD100694,2025-03-28 18:00:00,Mumbai,South Indian,App,Cloudy,5,47,618.81,1.8,Packaging,No
ORD100695,2025-03-28 21:00:00,Bengaluru,Burger,Phone,Cloudy,0,52,275.56,1.1,Late Delivery,Yes
ORD100696,2025-03-29 00:00:00,Bengaluru,Chinese,Phone,Cloudy,30,49,475.3,3.2,None,Yes
ORD100697,2025-03-29 03:00:00,Bengaluru,South Indian,Phone,Rainy,5,81,374.44,2.9,None,No
ORD100698,2025-03-29 06:00:00,Pune,Dessert,Phone,Rainy,5,24,268.82,3.6,None,Yes
ORD100699,2025-03-29 09:00:00,Delhi,Dessert,Web,Rainy,30,29,319.01,N/A,None,Yes
ORD100700,2025-03-29 12:00:00,Pune,Dessert,App,Rainy,30,25,80.77,4.4,None,Yes
ORD100701,2025-03-29 15:00:00,Hyderabad,Dessert,Phone,Sunny,10,38,584.7,1.6,Wrong Item,Yes
ORD100702,2025-03-29 18:00:00,Mumbai,Burger,Web,Rainy,20,18,702.41,4.6,None,No
ORD100703,2025-03-29 21:00:00,Delhi,Pizza,Phone,Cloudy,0,27,401.86,2.8,None,Yes
ORD100704,2025-03-30 00:00:00,Delhi,South Indian,Phone,Rainy,20,87,455.23,3.2,None,Yes
ORD100705,2025-03-30 03:00:00,Delhi,Burger,Web,Rainy,15,71,396.75,4.6,None,No
ORD100706,2025-03-30 06:00:00,Delhi,Dessert,Web,Cloudy,10,51,302.38,2.2,Late Delivery,No
ORD100707,2025-03-30 09:00:00,Pune,Pizza,App,Rainy,10,62,576.88,1.7,Packaging,Yes
ORD100708,2025-03-30 12:00:00,Delhi,Chinese,App,Rainy,15,85,507.43,2.8,None,Yes
ORD100709,2025-03-30 15:00:00,Chennai,Chinese,Phone,Rainy,0,15,-74.18,2.0,None,No
ORD100710,2025-03-30 18:00:00,Mumbai,Chinese,Phone,Sunny,25,74,263.77,3.1,Missing Item,Yes
ORD100711,2025-03-30 21:00:00,Delhi,Dessert,App,Rainy,15,26,80.45,2.1,Late Delivery,No
ORD100712,2025-03-31 00:00:00,Mumbai,Chinese,App,Cloudy,0,35,729.97,4.5,Missing Item,No
ORD100713,2025-03-31 03:00:00,Chennai,Biryani,Web,Cloudy,5,25,419.07,3.4,None,Yes
ORD100714,2025-03-31 06:00:00,Chennai,South Indian,App,Rainy,30,58,,1.0,None,No
ORD100715,2025-03-31 09:00:00,Mumbai,South Indian,App,Rainy,10,72,386.41,4.2,None,Yes
ORD100716,2025-03-31 12:00:00,Bengaluru,Dessert,Phone,Rainy,0,58,648.49,2.3,None,Yes
ORD100717,2025-03-31 15:00:00,Hyderabad,Biryani,App,Cloudy,20,48,604.93,2.3,Late Delivery,No
ORD100718,2025-03-31 18:00:00,Bengaluru,Burger,Phone,Cloudy,30,39,411.21,2.5,None,Yes
ORD100719,2025-03-31 21:00:00,Bengaluru,Burger,App,Sunny,20,18,759.24,3.5,None,No
ORD100720,2025-04-01 00:00:00,Pune,Chinese,Web,Sunny,30,78,483.36,N/A,None,No
ORD100721,2025-04-01 03:00:00,Bengaluru,Pizza,App,Sunny,10,30,187.18,3.5,Wrong Item,Yes
ORD100722,2025-04-01 06:00:00,Delhi,Burger,App,Cloudy,15,24,468.0,1.6,None,No
ORD100723,2025-04-01 09:00:00,Pune,Pizza,App,Sunny,25,80,543.14,4.9,None,Yes
ORD100724,2025-04-01 12:00:00,Pune,South Indian,Phone,Rainy,15,49,426.02,3.9,None,Yes
ORD100725,2025-04-01 15:00:00,Chennai,Pizza,Web,Rainy,0,20,375.93,2.0,None,No
ORD100726,2025-04-01 18:00:00,Bengaluru,South Indian,App,Cloudy,15,33,767.59,3.9,None,Yes
ORD100727,2025-04-01 21:00:00,Chennai,Biryani,Phone,Sunny,10,73,unknown,3.3,None,No
ORD100728,2025-04-02 00:00:00,Mumbai,Biryani,Web,Rainy,0,67,-47.47,1.4,Wrong Item,No
ORD100729,2025-04-02 03:00:00,Hyderabad,Dessert,Phone,Cloudy,5,22,741.43,1.7,None,Yes
ORD100730,2025-04-02 06:00:00,Pune,Dessert,Phone,Sunny,15,24,229.31,1.2,None,Yes
ORD100731,2025-04-02 09:00:00,Mumbai,Chinese,Web,Rainy,15,81,398.41,4.2,Missing Item,Yes
ORD100732,2025-04-02 12:00:00,Mumbai,Burger,App,Sunny,25,52,382.06,3.2,Missing Item,No
ORD100733,2025-04-02 15:00:00,Delhi,Chinese,Phone,Cloudy,0,43,671.71,2.3,None,Yes
ORD100734,2025-04-02 18:00:00,Hyderabad,South Indian,Phone,Sunny,20,29,708.27,1.5,None,Yes
ORD100735,2025-04-02 21:00:00,Mumbai,Chinese,App,Cloudy,15,37,217.37,2.9,None,Yes
ORD100736,2025-04-03 00:00:00,Mumbai,Pizza,App,Sunny,10,60,694.24,3.1,None,Yes
ORD100737,2025-04-03 03:00:00,Hyderabad,South Indian,Web,Rainy,15,42,690.91,3.8,Missing Item,No
ORD100738,2025-04-03 06:00:00,Hyderabad,Dessert,Web,Cloudy,25,40,453.48,4.9,Late Delivery,No
ORD100739,2025-04-03 09:00:00,Mumbai,Biryani,Web,Cloudy,5,24,617.86,2.7,None,Yes
ORD100740,2025-04-03 12:00:00,Hyderabad,Dessert,App,Cloudy,25,61,635.91,2.6,None,Yes
ORD100741,2025-04-03 15:00:00,Mumbai,Burger,Phone,Sunny,15,18,404.56,2.5,None,No
ORD100742,2025-04-03 18:00:00,Mumbai,South Indian,Phone,Sunny,20,69,421.64,4.3,None,Yes
ORD100743,2025-04-03 21:00:00,Delhi,South Indian,Web,Rainy,30,80,556.08,1.6,None,No
ORD100744,2025-04-04 00:00:00,Bengaluru,Pizza,App,Cloudy,15,81,156.87,2.4,None,Yes
ORD100745,2025-04-04 03:00:00,Mumbai,Burger,Phone,Cloudy,0,21,386.31,3.9,None,Yes
ORD100746,2025-04-04 06:00:00,Chennai,Biryani,Web,Sunny,15,69,233.94,1.1,None,No
ORD100747,2025-04-04 09:00:00,Pune,South Indian,Phone,Sunny,20,45,706.24,2.2,None,Yes
ORD100748,2025-04-04 12:00:00,Bengaluru,South Indian,Phone,Rainy,0,88,384.2,3.6,None,Yes
ORD100749,2025-04-04 15:00:00,Bengaluru,Pizza,App,Rainy,10,33,499.75,1.7,None,Yes
ORD100750,2025-04-04 18:00:00,Bengaluru,Chinese,App,Sunny,0,42,410.69,2.2,Packaging,No
ORD100751,2025-04-04 21:00:00,Delhi,Biryani,Phone,Cloudy,25,42,398.97,2.9,None,No
ORD100752,2025-04-05 00:00:00,Mumbai,Dessert,Web,Rainy,5,33,487.97,2.7,None,Yes
ORD100753,2025-04-05 03:00:00,Delhi,Burger,App,Sunny,25,34,318.48,1.4,None,No
ORD100754,2025-04-05 06:00:00,Mumbai,South Indian,Phone,Sunny,30,27,414.27,4.8,None,Yes
ORD100755,2025-04-05 09:00:00,Delhi,South Indian,App,Cloudy,0,57,412.95,1.2,None,Yes
ORD100756,2025-04-05 12:00:00,Delhi,Dessert,App,Sunny,10,25,unknown,4.0,None,No
ORD100757,2025-04-05 15:00:00, ,Biryani,App,Sunny,15,62,520.39,1.3,None,No
ORD100758,2025-04-05 18:00:00,Chennai,Chinese,Phone,Rainy,0,29,369.54,2.9,None,Yes
ORD100759,2025-04-05 21:00:00,Delhi,South Indian,Web,Sunny,25,31,,1.7,None,Yes
ORD100760,2025-04-06 00:00:00,Pune,Biryani,Web,Sunny,0,68,563.21,1.6,None,Yes
ORD100761,2025-04-06 03:00:00,Hyderabad,Dessert,Web,Rainy,0,64,207.12,1.5,Late Delivery,No
ORD100762,2025-04-06 06:00:00,Chennai,Pizza,App,Cloudy,0,42,549.16,2.8,None,No
ORD100763,2025-04-06 09:00:00,Delhi,Chinese,Phone,Cloudy,10,18,325.89,3.1,None,No
ORD100764,2025-04-06 12:00:00,Bengaluru,Burger,App,Rainy,20,36,474.42,1.5,None,No
ORD100765,2025-04-06 15:00:00,Hyderabad,South Indian,Web,Rainy,20,53,318.38,4.9,None,No
ORD100766,2025-04-06 18:00:00,Hyderabad,Biryani,Web,Cloudy,0,48,55.01,2.0,None,No
ORD100767,2025-04-06 21:00:00,Pune,Pizza,Phone,Cloudy,10,58,446.09,2.8,None,Yes
ORD100768,2025-04-07 00:00:00,Hyderabad,Burger,App,Cloudy,10,56,191.81,1.9,Wrong Item,Yes
ORD100769,2025-04-07 03:00:00,Chennai,Biryani,Web,Cloudy,30,54,525.55,3.0,None,Yes
ORD100770,2025-04-07 06:00:00,Delhi,Biryani,Phone,Cloudy,0,26,481.46,4.0,None,Yes
ORD100771,2025-04-07 09:00:00,Delhi,Burger,App,Rainy,25,16,341.3,3.1,None,No
ORD100772,2025-04-07 12:00:00,Bengaluru,Pizza,App,Sunny,25,42,778.6,2.1,None,No
ORD100773,2025-04-07 15:00:00,Pune,Dessert,Web,Cloudy,5,88,226.93,2.0,None,Yes
ORD100774,2025-04-07 18:00:00,Bengaluru,Pizza,Web,Cloudy,0,81,337.62,4.0,Missing Item,No
ORD100775,2025-04-07 21:00:00,Hyderabad,Chinese,App,Sunny,5,85,248.28,1.5,None,Yes
ORD100776,2025-04-08 00:00:00,Bengaluru,South Indian,App,Sunny,25,86,817.44,2.5,Late Delivery,Yes
ORD100777,2025-04-08 03:00:00,Chennai,Burger,Web,Sunny,25,24,693.4,1.6,None,No
ORD100778,2025-04-08 06:00:00,Delhi,Dessert,App,Sunny,0,71,194.02,2.0,Wrong Item,Yes
ORD100779,2025-04-08 09:00:00,Hyderabad,Burger,Web,Sunny,5,51,,1.6,Wrong Item,Yes
ORD100780,2025-04-08 12:00:00,Bengaluru,Burger,App,Sunny,5,78,,4.5,Late Delivery,Yes
ORD100781,2025-04-08 15:00:00,Pune,Pizza,Web,Rainy,0,54,unknown,3.9,Packaging,No
ORD100782,2025-04-08 18:00:00,Chennai,South Indian,Phone,Sunny,30,74,262.3,3.2,None,No
ORD100783,2025-04-08 21:00:00,Chennai,Chinese,Web,Sunny,5,62,340.96,1.9,None,Yes
ORD100784,2025-04-09 00:00:00,Bengaluru,Biryani,Web,Rainy,30,33,630.88,3.0,None,Yes
ORD100785,2025-04-09 03:00:00, ,Biryani,Phone,Sunny,15,86,800.44,3.1,None,No
ORD100786,2025-04-09 06:00:00,Bengaluru,Burger,App,Cloudy,25,47,172.01,3.4,Wrong Item,Yes
ORD100787,2025-04-09 09:00:00, ,South Indian,Phone,Cloudy,20,58,262.6,1.2,None,No
ORD100788,2025-04-09 12:00:00,Bengaluru,Dessert,Web,Sunny,30,51,488.44,4.9,None,Yes
ORD100789,2025-04-09 15:00:00,Chennai,Pizza,App,Rainy,30,50,165.54,2.9,None,No
ORD100790,2025-04-09 18:00:00,Bengaluru,South Indian,Phone,Cloudy,30,35,493.1,4.7,Packaging,No
ORD100791,2025-04-09 21:00:00,Delhi,South Indian,App,Rainy,10,16,547.22,1.0,Packaging,Yes
ORD100792,2025-04-10 00:00:00,Pune,Pizza,App,Cloudy,5,45,576.12,2.0,None,No
ORD100793,2025-04-10 03:00:00,Mumbai,Burger,Phone,Sunny,5,44,542.19,1.4,None,Yes
ORD100794,2025-04-10 06:00:00,Bengaluru,South Indian,App,Rainy,10,58,353.66,4.1,None,No
ORD100795,2025-04-10 09:00:00,Delhi,Biryani,Phone,Rainy,5,26,417.3,2.3,None,No
ORD100796,2025-04-10 12:00:00, ,Pizza,Web,Rainy,10,65,237.69,N/A,None,Yes
ORD100797,2025-04-10 15:00:00,Pune,Dessert,App,Cloudy,30,63,533.58,N/A,None,No
ORD100798,2025-04-10 18:00:00,Chennai,Chinese,Web,Cloudy,0,38,738.6,3.7,None,Yes
ORD100799,2025-04-10 21:00:00,Delhi,Burger,Web,Cloudy,15,38,533.2,3.7,None,Yes
ORD100800,2025-04-11 00:00:00,Delhi,Pizza,App,Sunny,30,74,324.9,3.8,None,No
ORD100801,2025-04-11 03:00:00,Delhi,Chinese,Phone,Cloudy,15,25,629.06,3.7,Late Delivery,Yes
ORD100802,2025-04-11 06:00:00,Delhi,Chinese,App,Sunny,25,27,875.82,2.5,Wrong Item,Yes
ORD100803,2025-04-11 09:00:00,Hyderabad,Dessert,Web,Rainy,30,86,493.77,3.7,None,Yes
ORD100804,2025-04-11 12:00:00,Hyderabad,South Indian,Web,Rainy,20,88,549.81,N/A,Late Delivery,Yes
ORD100805,2025-04-11 15:00:00,Chennai,Dessert,Phone,Sunny,5,86,571.99,2.3,None,Yes
ORD100806,2025-04-11 18:00:00,Bengaluru,South Indian,App,Cloudy,20,-1,161.2,4.8,None,Yes
ORD100807,2025-04-11 21:00:00,Delhi,South Indian,Web,Sunny,0,34,376.0,1.1,None,No
ORD100808,2025-04-12 00:00:00,Pune,Pizza,Web,Rainy,15,86,357.5,2.4,Late Delivery,No
ORD100809,2025-04-12 03:00:00, ,Pizza,Web,Rainy,30,87,600.28,1.5,None,No
ORD100810,2025-04-12 06:00:00,Pune,Burger,Phone,Sunny,0,85,579.31,1.5,None,Yes
ORD100811,2025-04-12 09:00:00,Bengaluru,South Indian,Web,Cloudy,0,42,428.27,4.3,None,No
ORD100812,2025-04-12 12:00:00,Chennai,Chinese,Web,Cloudy,5,16,346.7,4.7,Late Delivery,No
ORD100813,2025-04-12 15:00:00,Delhi,Biryani,App,Sunny,0,57,146.41,4.1,Late Delivery,Yes
ORD100814,2025-04-12 18:00:00,Delhi,Burger,App,Sunny,30,-1,447.23,4.9,None,No
ORD100815,2025-04-12 21:00:00,Mumbai,Pizza,Web,Cloudy,30,27,278.18,1.9,Wrong Item,No
ORD100816,2025-04-13 00:00:00,Pune,Dessert,Web,Rainy,15,49,255.87,1.6,None,Yes
ORD100817,2025-04-13 03:00:00,Bengaluru,Burger,App,Sunny,30,37,616.73,3.1,Missing Item,No
ORD100818,2025-04-13 06:00:00,Bengaluru,Burger,Phone,Cloudy,20,60,597.95,4.3,Late Delivery,Yes
ORD100819,2025-04-13 09:00:00,Hyderabad,Burger,Phone,Cloudy,15,29,362.05,1.2,None,Yes
ORD100820,2025-04-13 12:00:00,Mumbai,Burger,Phone,Rainy,5,16,167.57,5.0,Wrong Item,Yes
ORD100821,2025-04-13 15:00:00,Hyderabad,Biryani,Phone,Rainy,15,75,301.35,3.4,None,No
ORD100822,2025-04-13 18:00:00,Hyderabad,Dessert,Phone,Rainy,10,78,,4.9,Missing Item,Yes
ORD100823,2025-04-13 21:00:00,Hyderabad,Dessert,Phone,Rainy,20,66,534.19,2.5,Late Delivery,Yes
ORD100824,2025-04-14 00:00:00,Pune,Dessert,Phone,Rainy,10,50,365.08,2.8,None,No
ORD100825,2025-04-14 03:00:00,Pune,South Indian,Phone,Sunny,10,81,460.58,4.0,None,No
ORD100826,2025-04-14 06:00:00,Chennai,Chinese,App,Cloudy,25,83,76.53,4.2,None,No
ORD100827,2025-04-14 09:00:00,Chennai,Dessert,Phone,Sunny,30,81,62.91,1.9,Wrong Item,Yes
ORD100828,2025-04-14 12:00:00,Hyderabad,Burger,Phone,Sunny,5,61,805.88,4.7,Late Delivery,No
ORD100829,2025-04-14 15:00:00,Mumbai,Burger,Phone,Sunny,0,16,541.17,4.5,None,Yes
ORD100830,2025-04-14 18:00:00,Bengaluru,Dessert,Web,Sunny,10,58,450.3,1.1,None,Yes
ORD100831,2025-04-14 21:00:00,Pune,Dessert,App,Sunny,15,78,378.55,1.5,None,Yes
ORD100832,2025-04-15 00:00:00, ,Burger,App,Rainy,0,42,132.87,3.0,None,No
ORD100833,2025-04-15 03:00:00,Delhi,South Indian,App,Rainy,15,68,628.78,2.8,None,No
ORD100834,2025-04-15 06:00:00,Pune,Pizza,Phone,Cloudy,15,88,245.36,3.8,None,No
ORD100835,2025-04-15 09:00:00,Pune,Pizza,Phone,Sunny,0,81,576.75,1.4,None,Yes
ORD100836,2025-04-15 12:00:00,Chennai,Dessert,Web,Cloudy,0,50,473.76,3.6,None,Yes
ORD100837,2025-04-15 15:00:00,Bengaluru,Biryani,App,Rainy,30,77,440.62,3.5,None,Yes
ORD100838,2025-04-15 18:00:00,Bengaluru,Dessert,Phone,Rainy,15,39,215.57,1.9,Wrong Item,No
ORD100839,2025-04-15 21:00:00,Delhi,Dessert,App,Rainy,5,62,,3.2,None,Yes
ORD100840,2025-04-16 00:00:00,Delhi,Pizza,Web,Sunny,30,53,520.19,1.9,None,Yes
ORD100841,2025-04-16 03:00:00,Pune,Burger,Web,Sunny,20,61,464.26,1.6,None,No
ORD100842,2025-04-16 06:00:00,Hyderabad,Dessert,Web,Rainy,25,35,458.49,3.3,None,Yes
ORD100843,2025-04-16 09:00:00,Chennai,Burger,App,Cloudy,20,44,501.49,4.9,None,No
ORD100844,2025-04-16 12:00:00,Chennai,Burger,Phone,Cloudy,5,45,101.39,1.9,None,No
ORD100845,2025-04-16 15:00:00,Pune,Biryani,Phone,Rainy,30,40,632.73,2.4,None,No
ORD100846,2025-04-16 18:00:00,Mumbai,Burger,Web,Cloudy,25,36,385.94,2.0,Late Delivery,Yes
ORD100847,2025-04-16 21:00:00,Hyderabad,Pizza,Phone,Rainy,30,35,660.54,2.1,None,Yes
ORD100848,2025-04-17 00:00:00,Pune,South Indian,Web,Cloudy,0,15,88.5,2.6,None,Yes
ORD100849,2025-04-17 03:00:00,Hyderabad,South Indian,App,Rainy,25,51,552.42,3.8,None,Yes
ORD100850,2025-04-17 06:00:00,Hyderabad,Chinese,Web,Cloudy,15,60,550.72,1.2,None,No
ORD100851,2025-04-17 09:00:00,Hyderabad,Dessert,App,Sunny,20,23,182.5,4.8,Late Delivery,Yes
ORD100852,2025-04-17 12:00:00,Pune,Pizza,Web,Rainy,25,31,334.93,1.2,Wrong Item,No
ORD100853,2025-04-17 15:00:00,Chennai,Burger,Phone,Rainy,15,61,259.29,4.5,None,Yes
ORD100854,2025-04-17 18:00:00,Chennai,South Indian,Phone,Cloudy,30,73,605.38,4.6,None,No
ORD100855,2025-04-17 21:00:00,Hyderabad,Pizza,Web,Rainy,5,68,505.6,3.1,Packaging,Yes
ORD100856,2025-04-18 00:00:00,Mumbai,South Indian,Phone,Rainy,25,26,737.79,1.5,None,Yes
ORD100857,2025-04-18 03:00:00,Bengaluru,Burger,Phone,Rainy,15,78,486.53,3.3,None,Yes
ORD100858,2025-04-18 06:00:00,Pune,South Indian,Phone,Sunny,30,20,581.8,3.5,None,No
ORD100859,2025-04-18 09:00:00,Bengaluru,Dessert,App,Sunny,30,67,660.96,4.4,None,Yes
ORD100860,2025-04-18 12:00:00,Mumbai,Dessert,Phone,Cloudy,30,30,549.8,3.2,Wrong Item,Yes
ORD100861,2025-04-18 15:00:00,Pune,Chinese,App,Sunny,5,19,380.85,2.6,None,Yes
ORD100862,2025-04-18 18:00:00,Hyderabad,Chinese,Web,Cloudy,0,87,347.35,4.4,None,Yes
ORD100863,2025-04-18 21:00:00,Chennai,South Indian,Phone,Sunny,5,60,435.65,4.9,None,No
ORD100864,2025-04-19 00:00:00,Bengaluru,Pizza,Phone,Cloudy,5,28,593.39,3.6,Packaging,No
ORD100865,2025-04-19 03:00:00,Delhi,Dessert,Phone,Sunny,20,58,312.1,4.5,None,Yes
ORD100866,2025-04-19 06:00:00,Delhi,Pizza,Web,Sunny,30,77,567.39,3.4,Wrong Item,Yes
ORD100867,2025-04-19 09:00:00,Mumbai,Pizza,App,Cloudy,15,66,508.07,3.8,None,Yes
